,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
1192,T_cell,CAF,LEP,LEPR,0.00158483180481711,0,LEP_LEPR,LEP - LEPR,LEP,Secreted Signaling,KEGG: hsa04080
1193,T_cell,Endo,LEP,LEPR,0.0035644070525075,0,LEP_LEPR,LEP - LEPR,LEP,Secreted Signaling,KEGG: hsa04080
1194,T_cell,Macro,LEP,LEPR,0.00136456048683245,0,LEP_LEPR,LEP - LEPR,LEP,Secreted Signaling,KEGG: hsa04080
1195,T_cell,malignant_cell,LEP,LEPR,0.000820633660284015,0,LEP_LEPR,LEP - LEPR,LEP,Secreted Signaling,KEGG: hsa04080
1196,T_cell,NK,LEP,LEPR,0.00237385392766558,0,LEP_LEPR,LEP - LEPR,LEP,Secreted Signaling,KEGG: hsa04080
1197,T_cell,T_cell,LEP,LEPR,0.00238503801777577,0,LEP_LEPR,LEP - LEPR,LEP,Secreted Signaling,KEGG: hsa04080
1198,B_cell,B_cell,LGALS9,PTPRC,0.117246084599903,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1199,Endo,B_cell,LGALS9,PTPRC,0.261507720068641,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1200,Macro,B_cell,LGALS9,PTPRC,0.353134749894391,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1201,B_cell,CAF,LGALS9,PTPRC,0.00561747428156508,0.02,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1202,B_cell,Macro,LGALS9,PTPRC,0.103908936052553,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1203,Endo,Macro,LGALS9,PTPRC,0.236150308759629,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1204,Macro,Macro,LGALS9,PTPRC,0.322775897128096,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1205,B_cell,NK,LGALS9,PTPRC,0.127033377792884,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1206,Endo,NK,LGALS9,PTPRC,0.279524223521216,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1207,Macro,NK,LGALS9,PTPRC,0.374264664768024,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1208,B_cell,T_cell,LGALS9,PTPRC,0.124783281743241,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1209,Endo,T_cell,LGALS9,PTPRC,0.275425296141904,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1210,Macro,T_cell,LGALS9,PTPRC,0.369488941642483,0,LGALS9_CD45,LGALS9 - CD45,GALECTIN,Secreted Signaling,PMID: 30120235
1211,CAF,B_cell,PROS1,AXL,0.0503764095791253,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1212,Endo,B_cell,PROS1,AXL,0.0412988779452453,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1213,malignant_cell,B_cell,PROS1,AXL,0.104565968727035,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1214,CAF,CAF,PROS1,AXL,0.0900059463275617,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1215,Endo,CAF,PROS1,AXL,0.0743464790373982,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1216,malignant_cell,CAF,PROS1,AXL,0.178798352525756,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1217,malignant_cell,Endo,PROS1,AXL,0.0559653776521312,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1218,CAF,Macro,PROS1,AXL,0.0744530053386674,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1219,Endo,Macro,PROS1,AXL,0.0613171474449608,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1220,malignant_cell,Macro,PROS1,AXL,0.150438688176223,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1221,malignant_cell,malignant_cell,PROS1,AXL,0.0434860440665721,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1222,CAF,NK,PROS1,AXL,0.0464399808546955,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1223,Endo,NK,PROS1,AXL,0.0380433539618182,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1224,malignant_cell,NK,PROS1,AXL,0.0968269035375899,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1225,CAF,T_cell,PROS1,AXL,0.0535904103992697,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1226,Endo,T_cell,PROS1,AXL,0.0439605448701765,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1227,malignant_cell,T_cell,PROS1,AXL,0.110833737709866,0,PROS1_AXL,PROS1 - AXL,PROS,Secreted Signaling,PMID: 29531161
1228,CAF,malignant_cell,PROS1,TYRO3,0.0126484239078861,0,PROS1_TYRO3,PROS1 - TYRO3,PROS,Secreted Signaling,PMID: 30501104
1229,Endo,malignant_cell,PROS1,TYRO3,0.0102955467100318,0,PROS1_TYRO3,PROS1 - TYRO3,PROS,Secreted Signaling,PMID: 30501104
1230,malignant_cell,malignant_cell,PROS1,TYRO3,0.0274263577741472,0,PROS1_TYRO3,PROS1 - TYRO3,PROS,Secreted Signaling,PMID: 30501104
1231,B_cell,B_cell,PSAP,GPR37L1,0.0960679358109501,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1232,CAF,B_cell,PSAP,GPR37L1,0.153859461055361,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1233,Endo,B_cell,PSAP,GPR37L1,0.151436065774498,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1234,Macro,B_cell,PSAP,GPR37L1,0.185961097233901,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1235,malignant_cell,B_cell,PSAP,GPR37L1,0.156347621662768,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1236,NK,B_cell,PSAP,GPR37L1,0.128805975877389,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1237,T_cell,B_cell,PSAP,GPR37L1,0.0950661155273183,0.01,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1238,CAF,NK,PSAP,GPR37L1,0.132243816927928,0.02,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1239,Endo,NK,PSAP,GPR37L1,0.130108531536679,0.04,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1240,Macro,NK,PSAP,GPR37L1,0.160692000354248,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1241,malignant_cell,NK,PSAP,GPR37L1,0.134437956485613,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1242,B_cell,T_cell,PSAP,GPR37L1,0.092338841012242,0.01,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1243,CAF,T_cell,PSAP,GPR37L1,0.148254984966362,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1244,Endo,T_cell,PSAP,GPR37L1,0.145904642497748,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1245,Macro,T_cell,PSAP,GPR37L1,0.179435261105199,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1246,malignant_cell,T_cell,PSAP,GPR37L1,0.150668650715014,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1247,NK,T_cell,PSAP,GPR37L1,0.123980378772347,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1248,T_cell,T_cell,PSAP,GPR37L1,0.0913719777547171,0,PSAP_GPR37L1,PSAP - GPR37L1,PSAP,Secreted Signaling,PMID: 23690594
1249,CAF,B_cell,RARRES2,GPR1,0.0500612796145453,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1250,Endo,B_cell,RARRES2,GPR1,0.0138302226687476,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1251,CAF,CAF,RARRES2,GPR1,0.0957146022079259,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1252,Endo,CAF,RARRES2,GPR1,0.0273955522474032,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1253,CAF,Endo,RARRES2,GPR1,0.0708632321364022,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1254,Endo,Endo,RARRES2,GPR1,0.0198923556214711,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1255,CAF,Macro,RARRES2,GPR1,0.0395851518818855,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1256,Endo,Macro,RARRES2,GPR1,0.0108494315041551,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1257,CAF,malignant_cell,RARRES2,GPR1,0.0176277475459216,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1258,Endo,malignant_cell,RARRES2,GPR1,0.00475250906481642,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1259,CAF,NK,RARRES2,GPR1,0.107390741459887,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1260,Endo,NK,RARRES2,GPR1,0.0310234330864971,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1261,CAF,T_cell,RARRES2,GPR1,0.094569192519834,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1262,Endo,T_cell,RARRES2,GPR1,0.0270432617119734,0,RARRES2_GPR1,RARRES2 - GPR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1263,CAF,Macro,RARRES2,CMKLR1,0.069328239519688,0,RARRES2_CMKLR1,RARRES2 - CMKLR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1264,Endo,Macro,RARRES2,CMKLR1,0.0194383618330064,0,RARRES2_CMKLR1,RARRES2 - CMKLR1,CHEMERIN,Secreted Signaling,PMID: 24671882
1265,B_cell,B_cell,BTLA,TNFRSF14,0.0327096418600693,0,BTLA_TNFRSF14,BTLA - TNFRSF14,BTLA,Secreted Signaling,PMID: 21941365
1266,B_cell,CAF,BTLA,TNFRSF14,0.0216287841490211,0,BTLA_TNFRSF14,BTLA - TNFRSF14,BTLA,Secreted Signaling,PMID: 21941365
1267,B_cell,Endo,BTLA,TNFRSF14,0.0793632440674989,0,BTLA_TNFRSF14,BTLA - TNFRSF14,BTLA,Secreted Signaling,PMID: 21941365
1268,B_cell,Macro,BTLA,TNFRSF14,0.0827026687942168,0,BTLA_TNFRSF14,BTLA - TNFRSF14,BTLA,Secreted Signaling,PMID: 21941365
1269,B_cell,malignant_cell,BTLA,TNFRSF14,0.0826277968544061,0,BTLA_TNFRSF14,BTLA - TNFRSF14,BTLA,Secreted Signaling,PMID: 21941365
1270,B_cell,NK,BTLA,TNFRSF14,0.0255365057727704,0,BTLA_TNFRSF14,BTLA - TNFRSF14,BTLA,Secreted Signaling,PMID: 21941365
1271,B_cell,T_cell,BTLA,TNFRSF14,0.0332576013345729,0,BTLA_TNFRSF14,BTLA - TNFRSF14,BTLA,Secreted Signaling,PMID: 21941365
1272,CAF,NK,BAG6,NCR3,0.0103568355907058,0,BAG6_NCR3-PS,BAG6 - NCR3-PS,BAG,Secreted Signaling,PMID: 30021652
1273,Endo,NK,BAG6,NCR3,0.0159047659320277,0,BAG6_NCR3-PS,BAG6 - NCR3-PS,BAG,Secreted Signaling,PMID: 30021652
1274,Macro,NK,BAG6,NCR3,0.0122336433785187,0,BAG6_NCR3-PS,BAG6 - NCR3-PS,BAG,Secreted Signaling,PMID: 30021652
1275,malignant_cell,NK,BAG6,NCR3,0.035965074879377,0,BAG6_NCR3-PS,BAG6 - NCR3-PS,BAG,Secreted Signaling,PMID: 30021652
1276,B_cell,B_cell,LGALS9,HAVCR2,0.0410597195387628,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1277,Endo,B_cell,LGALS9,HAVCR2,0.102460791255704,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1278,Macro,B_cell,LGALS9,HAVCR2,0.149653911965595,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1279,B_cell,CAF,LGALS9,HAVCR2,0.00582710476546979,0.02,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1280,Macro,CAF,LGALS9,HAVCR2,0.0235244892252599,0.02,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1281,B_cell,Endo,LGALS9,HAVCR2,0.0175392098440796,0.01,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1282,Endo,Endo,LGALS9,HAVCR2,0.045433964441872,0.02,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1283,Macro,Endo,LGALS9,HAVCR2,0.0683612917753332,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1284,B_cell,Macro,LGALS9,HAVCR2,0.0844876948100394,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1285,Endo,Macro,LGALS9,HAVCR2,0.197458791713725,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1286,Macro,Macro,LGALS9,HAVCR2,0.275001159828627,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1287,B_cell,malignant_cell,LGALS9,HAVCR2,0.00670673146585347,0.02,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1288,Macro,malignant_cell,LGALS9,HAVCR2,0.0270030513648297,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1289,B_cell,NK,LGALS9,HAVCR2,0.0887785565767562,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1290,Endo,NK,LGALS9,HAVCR2,0.2061948897117,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1291,Macro,NK,LGALS9,HAVCR2,0.28594558523545,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1292,B_cell,T_cell,LGALS9,HAVCR2,0.0708652866701671,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1293,Endo,T_cell,LGALS9,HAVCR2,0.168983521638076,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1294,Macro,T_cell,LGALS9,HAVCR2,0.238669126114647,0,LGALS9_HAVCR2,LGALS9 - HAVCR2,GALECTIN,Secreted Signaling,PMID: 27192565
1295,B_cell,B_cell,LGALS9,CD44,0.0794251365320079,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1296,Endo,B_cell,LGALS9,CD44,0.187009681460558,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1297,Macro,B_cell,LGALS9,CD44,0.261787182119075,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1298,B_cell,CAF,LGALS9,CD44,0.0921852683590844,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1299,Endo,CAF,LGALS9,CD44,0.213053767192407,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1300,Macro,CAF,LGALS9,CD44,0.294473188848553,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1301,B_cell,Macro,LGALS9,CD44,0.0975806904230857,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1302,Endo,Macro,LGALS9,CD44,0.223779569959618,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1303,Macro,Macro,LGALS9,CD44,0.307695232942631,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1304,B_cell,malignant_cell,LGALS9,CD44,0.0996575406669409,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1305,Endo,malignant_cell,LGALS9,CD44,0.227864152852265,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1306,Macro,malignant_cell,LGALS9,CD44,0.312694475015164,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1307,B_cell,NK,LGALS9,CD44,0.0805065407853234,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1308,Endo,NK,LGALS9,CD44,0.189254751847589,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1309,Macro,NK,LGALS9,CD44,0.264637748571954,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1310,B_cell,T_cell,LGALS9,CD44,0.0983193810099692,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1311,Endo,T_cell,LGALS9,CD44,0.225235150654768,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1312,Macro,T_cell,LGALS9,CD44,0.309479022379978,0,LGALS9_CD44,LGALS9 - CD44,GALECTIN,Secreted Signaling,PMID: 25065622
1313,CAF,CAF,COL1A1,ITGA1_ITGB1,0.162302323429828,0,COL1A1_ITGA1_ITGB1,COL1A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1314,CAF,Endo,COL1A1,ITGA1_ITGB1,0.222738374322123,0,COL1A1_ITGA1_ITGB1,COL1A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1315,CAF,CAF,COL1A2,ITGA1_ITGB1,0.163845234585287,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1316,CAF,Endo,COL1A2,ITGA1_ITGB1,0.224701704705294,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1317,CAF,CAF,COL4A1,ITGA1_ITGB1,0.0279622436087667,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1318,Endo,CAF,COL4A1,ITGA1_ITGB1,0.133823019018467,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1319,CAF,Endo,COL4A1,ITGA1_ITGB1,0.0408115612478384,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1320,Endo,Endo,COL4A1,ITGA1_ITGB1,0.186009077839093,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1321,CAF,CAF,COL4A2,ITGA1_ITGB1,0.0593460228186692,0,COL4A2_ITGA1_ITGB1,COL4A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1322,Endo,CAF,COL4A2,ITGA1_ITGB1,0.134118425856085,0,COL4A2_ITGA1_ITGB1,COL4A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1323,CAF,Endo,COL4A2,ITGA1_ITGB1,0.0853506344035194,0,COL4A2_ITGA1_ITGB1,COL4A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1324,Endo,Endo,COL4A2,ITGA1_ITGB1,0.186394892767641,0,COL4A2_ITGA1_ITGB1,COL4A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1325,CAF,CAF,COL6A1,ITGA1_ITGB1,0.134999123948929,0,COL6A1_ITGA1_ITGB1,COL6A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1326,Endo,CAF,COL6A1,ITGA1_ITGB1,0.00736041875095893,0,COL6A1_ITGA1_ITGB1,COL6A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1327,malignant_cell,CAF,COL6A1,ITGA1_ITGB1,0.0178523387756815,0,COL6A1_ITGA1_ITGB1,COL6A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1328,CAF,Endo,COL6A1,ITGA1_ITGB1,0.187544516296878,0,COL6A1_ITGA1_ITGB1,COL6A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1329,Endo,Endo,COL6A1,ITGA1_ITGB1,0.0108483628172088,0,COL6A1_ITGA1_ITGB1,COL6A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1330,malignant_cell,Endo,COL6A1,ITGA1_ITGB1,0.026181043371037,0,COL6A1_ITGA1_ITGB1,COL6A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1331,CAF,CAF,COL6A2,ITGA1_ITGB1,0.127456315235072,0,COL6A2_ITGA1_ITGB1,COL6A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1332,Endo,CAF,COL6A2,ITGA1_ITGB1,0.0699197015015697,0,COL6A2_ITGA1_ITGB1,COL6A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1333,CAF,Endo,COL6A2,ITGA1_ITGB1,0.177668857603409,0,COL6A2_ITGA1_ITGB1,COL6A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1334,Endo,Endo,COL6A2,ITGA1_ITGB1,0.100064679918927,0,COL6A2_ITGA1_ITGB1,COL6A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1335,CAF,CAF,COL6A3,ITGA1_ITGB1,0.130394294139857,0,COL6A3_ITGA1_ITGB1,COL6A3 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1336,CAF,Endo,COL6A3,ITGA1_ITGB1,0.181523485549043,0,COL6A3_ITGA1_ITGB1,COL6A3 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1337,malignant_cell,CAF,COL9A3,ITGA1_ITGB1,0.00896198833398703,0,COL9A3_ITGA1_ITGB1,COL9A3 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1338,malignant_cell,Endo,COL9A3,ITGA1_ITGB1,0.013198790272349,0,COL9A3_ITGA1_ITGB1,COL9A3 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1339,CAF,B_cell,COL1A1,ITGA2_ITGB1,0.0440663328975919,0,COL1A1_ITGA2_ITGB1,COL1A1 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1340,CAF,CAF,COL1A1,ITGA2_ITGB1,0.0821626202012298,0,COL1A1_ITGA2_ITGB1,COL1A1 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1341,CAF,Endo,COL1A1,ITGA2_ITGB1,0.20544681724763,0,COL1A1_ITGA2_ITGB1,COL1A1 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1342,CAF,Macro,COL1A1,ITGA2_ITGB1,0.0595957043587963,0,COL1A1_ITGA2_ITGB1,COL1A1 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1343,CAF,malignant_cell,COL1A1,ITGA2_ITGB1,0.106858799581707,0,COL1A1_ITGA2_ITGB1,COL1A1 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1344,CAF,NK,COL1A1,ITGA2_ITGB1,0.07955087779637,0,COL1A1_ITGA2_ITGB1,COL1A1 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1345,CAF,T_cell,COL1A1,ITGA2_ITGB1,0.0756317239778587,0,COL1A1_ITGA2_ITGB1,COL1A1 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1346,CAF,B_cell,COL1A2,ITGA2_ITGB1,0.0445450144102509,0,COL1A2_ITGA2_ITGB1,COL1A2 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1347,CAF,CAF,COL1A2,ITGA2_ITGB1,0.0830191925276906,0,COL1A2_ITGA2_ITGB1,COL1A2 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1348,CAF,Endo,COL1A2,ITGA2_ITGB1,0.207298381023532,0,COL1A2_ITGA2_ITGB1,COL1A2 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1349,CAF,Macro,COL1A2,ITGA2_ITGB1,0.0602324484381367,0,COL1A2_ITGA2_ITGB1,COL1A2 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1350,CAF,malignant_cell,COL1A2,ITGA2_ITGB1,0.107942558350673,0,COL1A2_ITGA2_ITGB1,COL1A2 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1351,CAF,NK,COL1A2,ITGA2_ITGB1,0.0803826064546118,0,COL1A2_ITGA2_ITGB1,COL1A2 - (ITGA2+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
