"int_pair","typeA","typeB","clustA","clustB","value"
"CSF1 & SLC7A1","L","R","CAF","Endo",0.491
"CSF1 & SLC7A1","L","R","CAF","Macro",0.359
"CSF1 & SLC7A1","L","R","CAF","malignant_cell",0.522
"CSF1 & SLC7A1","L","R","CAF","T_cell",0.362
"CSF1 & SLC7A1","L","R","Endo","B_cell",0.277
"CSF1 & SLC7A1","L","R","Endo","CAF",0.358
"CSF1 & SLC7A1","L","R","Endo","Endo",0.401
"CSF1 & SLC7A1","L","R","Endo","Macro",0.269
"CSF1 & SLC7A1","L","R","Endo","malignant_cell",0.432
"CSF1 & SLC7A1","L","R","Endo","T_cell",0.272
"CSF1 & SLC7A1","L","R","malignant_cell","malignant_cell",0.268
"CSF1 & SLC7A1","L","R","T_cell","CAF",0.27
"CSF1 & SLC7A1","L","R","T_cell","Endo",0.312
"CSF1 & SLC7A1","L","R","T_cell","malignant_cell",0.344
"CSPG4 & a3b1 complex","L","R","CAF","malignant_cell",0.378
"CSPG4 & a3b1 complex","L","R","malignant_cell","CAF",0.542
"CSPG4 & a3b1 complex","L","R","malignant_cell","Endo",0.665
"CSPG4 & a3b1 complex","L","R","malignant_cell","malignant_cell",0.796
"CTLA4 & CD80","L","R","T_cell","Macro",0.395
"CTLA4 & CD86","L","R","T_cell","B_cell",0.419
"CTLA4 & CD86","L","R","T_cell","Macro",0.824
"CX3CR1 & CX3CL1","R","R","Macro","CAF",0.183
"CX3CR1 & CX3CL1","R","R","Macro","Endo",0.32
"CX3CR1 & CX3CL1","R","R","Macro","malignant_cell",0.224
"CX3CR1 & CX3CL1","R","R","NK","CAF",0.378
"CX3CR1 & CX3CL1","R","R","NK","Endo",0.515
"CX3CR1 & CX3CL1","R","R","NK","malignant_cell",0.419
"CXCL1 & CXCR2","L","R","Macro","B_cell",0.204
"CXCL1 & CXCR2","L","R","Macro","CAF",0.165
"CXCL1 & CXCR2","L","R","Macro","Endo",0.19
"CXCL1 & CXCR2","L","R","Macro","Macro",0.207
"CXCL1 & CXCR2","L","R","Macro","malignant_cell",0.152
"CXCL1 & CXCR2","L","R","Macro","NK",0.265
"CXCL1 & CXCR2","L","R","Macro","T_cell",0.205
"CXCL10 & CXCR3","L","R","Macro","NK",0.455
"CXCL10 & CXCR3","L","R","Macro","T_cell",0.528
"CXCL10 & DPP4","L","R","Macro","CAF",0.335
"CXCL10 & DPP4","L","R","Macro","Endo",0.293
"CXCL12 & CXCR3","L","R","CAF","NK",1.01
"CXCL12 & CXCR3","L","R","CAF","T_cell",1.084
"CXCL12 & CXCR3","L","R","Endo","NK",0.403
"CXCL12 & CXCR3","L","R","Endo","T_cell",0.477
"CXCL12 & CXCR3","L","R","Macro","NK",0.477
"CXCL12 & CXCR3","L","R","Macro","T_cell",0.551
"CXCL12 & CXCR4","L","R","CAF","B_cell",1.861
"CXCL12 & CXCR4","L","R","CAF","Macro",1.509
"CXCL12 & CXCR4","L","R","CAF","NK",1.614
"CXCL12 & CXCR4","L","R","CAF","T_cell",1.717
"CXCL12 & CXCR4","L","R","Endo","B_cell",1.253
"CXCL12 & CXCR4","L","R","Endo","Macro",0.902
"CXCL12 & CXCR4","L","R","Endo","NK",1.007
"CXCL12 & CXCR4","L","R","Endo","T_cell",1.11
"CXCL12 & CXCR4","L","R","Macro","B_cell",1.328
"CXCL12 & CXCR4","L","R","Macro","Macro",0.976
"CXCL12 & CXCR4","L","R","Macro","NK",1.081
"CXCL12 & CXCR4","L","R","Macro","T_cell",1.184
"CXCL12 & DPP4","L","R","CAF","CAF",0.89
"CXCL12 & DPP4","L","R","Endo","CAF",0.283
"CXCL12 & DPP4","L","R","Macro","CAF",0.357
"CXCL12 & DPP4","L","R","CAF","Endo",0.848
"CXCL12 & DPP4","L","R","Endo","Endo",0.241
"CXCL12 & DPP4","L","R","Macro","Endo",0.315
"CXCL13 & CXCR5","L","R","T_cell","B_cell",0.725
"CXCL13 & CXCR5","L","R","T_cell","T_cell",0.346
"CXCL16 & CXCR6","L","R","Macro","NK",0.913
"CXCL16 & CXCR6","L","R","B_cell","T_cell",0.474
"CXCL16 & CXCR6","L","R","CAF","T_cell",0.408
"CXCL16 & CXCR6","L","R","Endo","T_cell",0.379
"CXCL16 & CXCR6","L","R","Macro","T_cell",0.982
"CXCL16 & CXCR6","L","R","malignant_cell","T_cell",0.396
"CXCL16 & CXCR6","L","R","T_cell","T_cell",0.444
"CXCL2 & CXCR2","L","R","CAF","B_cell",0.203
"CXCL2 & CXCR2","L","R","CAF","CAF",0.164
"CXCL2 & CXCR2","L","R","CAF","Endo",0.189
"CXCL2 & CXCR2","L","R","CAF","Macro",0.206
"CXCL2 & CXCR2","L","R","CAF","malignant_cell",0.151
"CXCL2 & CXCR2","L","R","CAF","NK",0.264
"CXCL2 & CXCR2","L","R","CAF","T_cell",0.204
"CXCL2 & CXCR2","L","R","Endo","B_cell",0.307
"CXCL2 & CXCR2","L","R","Endo","CAF",0.268
"CXCL2 & CXCR2","L","R","Endo","Endo",0.293
"CXCL2 & CXCR2","L","R","Endo","Macro",0.31
"CXCL2 & CXCR2","L","R","Endo","malignant_cell",0.255
"CXCL2 & CXCR2","L","R","Endo","NK",0.368
"CXCL2 & CXCR2","L","R","Endo","T_cell",0.308
"CXCL2 & CXCR2","L","R","Macro","B_cell",0.396
"CXCL2 & CXCR2","L","R","Macro","CAF",0.357
"CXCL2 & CXCR2","L","R","Macro","Endo",0.382
"CXCL2 & CXCR2","L","R","Macro","Macro",0.399
"CXCL2 & CXCR2","L","R","Macro","malignant_cell",0.345
"CXCL2 & CXCR2","L","R","Macro","NK",0.457
"CXCL2 & CXCR2","L","R","Macro","T_cell",0.398
"CXCL2 & DPP4","L","R","CAF","CAF",0.244
"CXCL2 & DPP4","L","R","CAF","Endo",0.202
"CXCL2 & DPP4","L","R","Endo","CAF",0.348
"CXCL2 & DPP4","L","R","Endo","Endo",0.306
"CXCL2 & DPP4","L","R","Macro","CAF",0.437
"CXCL2 & DPP4","L","R","Macro","Endo",0.395
"CXCL3 & CXCR2","L","R","Macro","B_cell",0.313
"CXCL3 & CXCR2","L","R","Macro","CAF",0.274
"CXCL3 & CXCR2","L","R","Macro","Endo",0.299
"CXCL3 & CXCR2","L","R","Macro","Macro",0.316
"CXCL3 & CXCR2","L","R","Macro","malignant_cell",0.261
"CXCL3 & CXCR2","L","R","Macro","NK",0.374
"CXCL3 & CXCR2","L","R","Macro","T_cell",0.315
"CXCL9 & CXCR3","L","R","Macro","NK",0.459
"CXCL9 & CXCR3","L","R","Macro","T_cell",0.533
"CXCL9 & DPP4","L","R","Macro","CAF",0.339
"CXCL9 & DPP4","L","R","Macro","Endo",0.297
"CXCL9 & FCGR2A","L","R","Macro","B_cell",0.283
"CXCL9 & FCGR2A","L","R","Macro","Endo",0.304
"CXCL9 & FCGR2A","L","R","Macro","Macro",1.07
"CXCL9 & FCGR2A","L","R","Macro","malignant_cell",0.566
"CXCL9 & FCGR2A","L","R","Macro","NK",0.282
"CXCL9 & FCGR2A","L","R","Macro","T_cell",0.272
"CXCL9 & KIR2DL3","L","R","Macro","NK",0.383
"DLL1 & NOTCH1","L","R","CAF","Endo",0.457
"DLL1 & NOTCH1","L","R","CAF","Macro",0.201
"DLL1 & NOTCH1","L","R","CAF","malignant_cell",0.187
"DLL1 & NOTCH1","L","R","CAF","NK",0.383
"DLL1 & NOTCH1","L","R","CAF","T_cell",0.227
"DLL1 & NOTCH1","L","R","Endo","B_cell",0.265
"DLL1 & NOTCH1","L","R","Endo","CAF",0.286
"DLL1 & NOTCH1","L","R","Endo","Endo",0.571
"DLL1 & NOTCH1","L","R","Endo","Macro",0.315
"DLL1 & NOTCH1","L","R","Endo","malignant_cell",0.301
"DLL1 & NOTCH1","L","R","Endo","NK",0.497
"DLL1 & NOTCH1","L","R","Endo","T_cell",0.341
"DLL1 & NOTCH2","L","R","CAF","B_cell",0.358
"DLL1 & NOTCH2","L","R","CAF","CAF",0.495
"DLL1 & NOTCH2","L","R","CAF","Macro",0.39
"DLL1 & NOTCH2","L","R","CAF","malignant_cell",0.39
"DLL1 & NOTCH2","L","R","CAF","NK",0.325
"DLL1 & NOTCH2","L","R","Endo","B_cell",0.472
"DLL1 & NOTCH2","L","R","Endo","CAF",0.609
"DLL1 & NOTCH2","L","R","Endo","Endo",0.301
"DLL1 & NOTCH2","L","R","Endo","Macro",0.504
"DLL1 & NOTCH2","L","R","Endo","malignant_cell",0.504
"DLL1 & NOTCH2","L","R","Endo","NK",0.439
"DLL1 & NOTCH2","L","R","Endo","T_cell",0.314
"DLL1 & NOTCH3","L","R","CAF","CAF",0.239
"DLL1 & NOTCH3","L","R","Endo","CAF",0.353
"DLL1 & NOTCH4","L","R","CAF","Endo",0.409
"DLL1 & NOTCH4","L","R","CAF","Macro",0.112
"DLL1 & NOTCH4","L","R","CAF","malignant_cell",0.103
"DLL1 & NOTCH4","L","R","Endo","Endo",0.523
"DLL1 & NOTCH4","L","R","Endo","Macro",0.226
"DLL1 & NOTCH4","L","R","Endo","malignant_cell",0.217
"DLL3 & NOTCH1","L","R","malignant_cell","Endo",0.458
"DLL3 & NOTCH1","L","R","malignant_cell","Macro",0.202
"DLL3 & NOTCH1","L","R","malignant_cell","malignant_cell",0.187
"DLL3 & NOTCH1","L","R","malignant_cell","NK",0.383
"DLL3 & NOTCH1","L","R","malignant_cell","T_cell",0.228
"DLL3 & NOTCH2","L","R","malignant_cell","B_cell",0.359
"DLL3 & NOTCH2","L","R","malignant_cell","CAF",0.496
"DLL3 & NOTCH2","L","R","malignant_cell","Macro",0.391
"DLL3 & NOTCH2","L","R","malignant_cell","malignant_cell",0.391
"DLL3 & NOTCH2","L","R","malignant_cell","NK",0.326
"DLL3 & NOTCH3","L","R","malignant_cell","CAF",0.24
"DLL3 & NOTCH4","L","R","malignant_cell","Endo",0.409
"DLL3 & NOTCH4","L","R","malignant_cell","Macro",0.113
"DLL3 & NOTCH4","L","R","malignant_cell","malignant_cell",0.103
"DLL4 & NOTCH1","L","R","Endo","B_cell",0.233
"DLL4 & NOTCH1","L","R","Endo","CAF",0.255
"DLL4 & NOTCH1","L","R","Endo","Endo",0.54
"DLL4 & NOTCH1","L","R","Endo","Macro",0.284
"DLL4 & NOTCH1","L","R","Endo","malignant_cell",0.27
"DLL4 & NOTCH1","L","R","Endo","NK",0.466
"DLL4 & NOTCH1","L","R","Endo","T_cell",0.31
"DLL4 & NOTCH2","L","R","Endo","B_cell",0.441
"DLL4 & NOTCH2","L","R","Endo","CAF",0.578
"DLL4 & NOTCH2","L","R","Endo","Endo",0.27
"DLL4 & NOTCH2","L","R","Endo","Macro",0.473
"DLL4 & NOTCH2","L","R","Endo","malignant_cell",0.473
"DLL4 & NOTCH2","L","R","Endo","NK",0.408
"DLL4 & NOTCH2","L","R","Endo","T_cell",0.283
"DLL4 & NOTCH3","L","R","Endo","CAF",0.322
"DLL4 & NOTCH4","L","R","Endo","Endo",0.492
"DLL4 & NOTCH4","L","R","Endo","Macro",0.195
"DLL4 & NOTCH4","L","R","Endo","malignant_cell",0.185
"DSC1 & DSG2","L","L","B_cell","B_cell",0.169
"DSC1 & DSG2","L","L","B_cell","NK",0.165
"DSC1 & DSG2","L","L","B_cell","T_cell",0.175
"DSC1 & DSG2","L","L","Endo","T_cell",0.163
"DSC1 & DSG2","L","L","Macro","T_cell",0.157
"DSC1 & DSG2","L","L","T_cell","B_cell",0.172
"DSC1 & DSG2","L","L","T_cell","T_cell",0.178
"DSC2 & DSG2","L","L","Macro","B_cell",0.37
"DSC2 & DSG2","L","L","Macro","CAF",0.358
"DSC2 & DSG2","L","L","Macro","Endo",0.33
"DSC2 & DSG2","L","L","Macro","Macro",0.323
"DSC2 & DSG2","L","L","Macro","malignant_cell",0.296
"DSC2 & DSG2","L","L","Macro","NK",0.367
"DSC2 & DSG2","L","L","Macro","T_cell",0.377
"DSG2 & DSC3","L","L","B_cell","B_cell",0.216
"DSG2 & DSC3","L","L","B_cell","NK",0.217
"DSG2 & DSC3","L","L","B_cell","T_cell",0.218
"DSG2 & DSC3","L","L","NK","B_cell",0.212
"DSG2 & DSC3","L","L","NK","T_cell",0.214
"DSG2 & DSC3","L","L","T_cell","B_cell",0.223
"DSG2 & DSC3","L","L","T_cell","NK",0.223
"DSG2 & DSC3","L","L","T_cell","T_cell",0.224
"EFNA1 & EPHA2","L","R","Endo","CAF",0.567
"EFNA1 & EPHA2","L","R","Endo","Endo",0.689
"EFNA1 & EPHA2","L","R","malignant_cell","CAF",0.27
"EFNA1 & EPHA2","L","R","malignant_cell","Endo",0.393
"EFNA1 & EPHA3","L","R","Endo","CAF",0.613
"EFNA1 & EPHA3","L","R","Endo","malignant_cell",0.544
"EFNA1 & EPHA3","L","R","malignant_cell","CAF",0.316
"EFNA1 & EPHA3","L","R","malignant_cell","malignant_cell",0.247
"EFNA1 & EPHA4","L","R","Endo","CAF",0.571
"EFNA1 & EPHA4","L","R","Endo","Endo",0.611
"EFNA1 & EPHA4","L","R","Endo","NK",0.56
"EFNA1 & EPHA4","L","R","malignant_cell","CAF",0.274
"EFNA1 & EPHA4","L","R","malignant_cell","Endo",0.314
"EFNA1 & EPHA4","L","R","malignant_cell","NK",0.264
"EFNA1 & EPHA5","L","R","Endo","malignant_cell",0.512
"EFNA1 & EPHA5","L","R","malignant_cell","malignant_cell",0.215
"EFNA4 & EPHA2","L","R","CAF","CAF",0.14
"EFNA4 & EPHA2","L","R","malignant_cell","CAF",0.157
"EFNA4 & EPHA2","L","R","CAF","Endo",0.263
"EFNA4 & EPHA2","L","R","malignant_cell","Endo",0.28
"EFNA4 & EPHA3","L","R","CAF","CAF",0.186
"EFNA4 & EPHA3","L","R","malignant_cell","CAF",0.203
"EFNA4 & EPHA3","L","R","malignant_cell","malignant_cell",0.135
"EFNA4 & EPHA4","L","R","CAF","CAF",0.145
"EFNA4 & EPHA4","L","R","CAF","Endo",0.184
"EFNA4 & EPHA4","L","R","malignant_cell","CAF",0.162
"EFNA4 & EPHA4","L","R","malignant_cell","Endo",0.202
"EFNA4 & EPHA4","L","R","malignant_cell","NK",0.151
"EFNA4 & EPHA5","L","R","malignant_cell","malignant_cell",0.103
"EFNA5 & EPHA2","L","R","CAF","CAF",0.388
"EFNA5 & EPHA2","L","R","Endo","CAF",0.408
"EFNA5 & EPHA2","L","R","malignant_cell","CAF",0.297
"EFNA5 & EPHA2","L","R","CAF","Endo",0.51
"EFNA5 & EPHA2","L","R","Endo","Endo",0.531
"EFNA5 & EPHA2","L","R","malignant_cell","Endo",0.419
"EFNA5 & EPHA3","L","R","CAF","CAF",0.434
"EFNA5 & EPHA3","L","R","Endo","CAF",0.454
"EFNA5 & EPHA3","L","R","malignant_cell","CAF",0.343
"EFNA5 & EPHA3","L","R","CAF","malignant_cell",0.365
"EFNA5 & EPHA3","L","R","Endo","malignant_cell",0.386
"EFNA5 & EPHA3","L","R","malignant_cell","malignant_cell",0.274
"EFNA5 & EPHA4","L","R","CAF","CAF",0.392
"EFNA5 & EPHA4","L","R","CAF","Endo",0.432
"EFNA5 & EPHA4","L","R","CAF","NK",0.381
"EFNA5 & EPHA4","L","R","Endo","CAF",0.413
"EFNA5 & EPHA4","L","R","Endo","Endo",0.453
"EFNA5 & EPHA4","L","R","Endo","NK",0.402
"EFNA5 & EPHA4","L","R","malignant_cell","CAF",0.301
"EFNA5 & EPHA4","L","R","malignant_cell","Endo",0.341
"EFNA5 & EPHA4","L","R","malignant_cell","NK",0.29
"EFNA5 & EPHA5","L","R","CAF","malignant_cell",0.333
"EFNA5 & EPHA5","L","R","Endo","malignant_cell",0.354
"EFNA5 & EPHA5","L","R","malignant_cell","malignant_cell",0.242
"EFNA5 & EPHB2","L","R","CAF","CAF",0.379
"EFNA5 & EPHB2","L","R","Endo","CAF",0.399
"EFNA5 & EPHB2","L","R","malignant_cell","CAF",0.288
"EFNA5 & EPHB2","L","R","CAF","Endo",0.37
"EFNA5 & EPHB2","L","R","Endo","Endo",0.39
"EFNA5 & EPHB2","L","R","malignant_cell","Endo",0.279
"EFNA5 & EPHB2","L","R","CAF","Macro",0.382
"EFNA5 & EPHB2","L","R","Endo","Macro",0.403
"EFNA5 & EPHB2","L","R","malignant_cell","Macro",0.291
"EFNB1 & EPHA4","L","R","CAF","CAF",0.12
"EFNB1 & EPHA4","L","R","Endo","CAF",0.175
"EFNB1 & EPHA4","L","R","CAF","Endo",0.16
"EFNB1 & EPHA4","L","R","Endo","Endo",0.214
"EFNB1 & EPHA4","L","R","CAF","NK",0.109
"EFNB1 & EPHA4","L","R","Endo","NK",0.164
"EFNB1 & EPHB1","L","R","CAF","CAF",0.087
"EFNB1 & EPHB1","L","R","Endo","CAF",0.141
"EFNB1 & EPHB1","L","R","CAF","Endo",0.107
"EFNB1 & EPHB1","L","R","Endo","Endo",0.161
"EFNB1 & EPHB2","L","R","CAF","CAF",0.106
"EFNB1 & EPHB2","L","R","Endo","CAF",0.161
"EFNB1 & EPHB2","L","R","CAF","Endo",0.097
"EFNB1 & EPHB2","L","R","Endo","Endo",0.152
"EFNB1 & EPHB2","L","R","CAF","Macro",0.11
"EFNB1 & EPHB2","L","R","Endo","Macro",0.164
"EFNB1 & EPHB4","L","R","CAF","CAF",0.085
"EFNB1 & EPHB4","L","R","Endo","CAF",0.14
"EFNB1 & EPHB4","L","R","CAF","Endo",0.406
"EFNB1 & EPHB4","L","R","Endo","Endo",0.46
"EFNB1 & EPHB6","L","R","CAF","CAF",0.134
"EFNB1 & EPHB6","L","R","Endo","CAF",0.188
"EFNB1 & EPHB6","L","R","CAF","Macro",0.086
"EFNB1 & EPHB6","L","R","Endo","Macro",0.141
"EFNB2 & EPHA4","R","R","Endo","CAF",0.324
"EFNB2 & EPHA4","R","R","Endo","Endo",0.364
"EFNB2 & EPHA4","R","R","Endo","NK",0.314
"EFNB2 & EPHB1","R","R","Endo","CAF",0.291
"EFNB2 & EPHB1","R","R","Endo","Endo",0.311
"EFNB2 & EPHB4","R","R","Endo","CAF",0.289
"EFNB2 & EPHB4","R","R","Endo","Endo",0.61
"EGF & EGFR","L","R","B_cell","CAF",0.289
"EGF & EGFR","L","R","CAF","CAF",0.277
"EGF & EGFR","L","R","Endo","CAF",0.278
"EGF & EGFR","L","R","Macro","CAF",0.273
"EGF & EGFR","L","R","malignant_cell","CAF",0.28
"EGF & EGFR","L","R","NK","CAF",0.27
"EGF & EGFR","L","R","T_cell","CAF",0.293
"EGF & NRG1","L","R","B_cell","CAF",0.101
"EGF & NRG1","L","R","CAF","CAF",0.089
"EGF & NRG1","L","R","Endo","CAF",0.089
"EGF & NRG1","L","R","Macro","CAF",0.085
"EGF & NRG1","L","R","malignant_cell","CAF",0.091
"EGF & NRG1","L","R","NK","CAF",0.082
"EGF & NRG1","L","R","T_cell","CAF",0.105
"EGFR & HBEGF","R","R","CAF","CAF",0.31
"EGFR & HBEGF","R","R","CAF","Endo",0.451
"EGFR & HBEGF","R","R","CAF","Macro",0.556
"EGFR & HBEGF","R","R","CAF","malignant_cell",0.352
"EGFR & NRG1","R","R","CAF","CAF",0.328
"ENTPD1 & ADORA2A","L","R","B_cell","B_cell",0.615
"ENTPD1 & ADORA2A","L","R","T_cell","B_cell",0.583
"ENTPD1 & ADORA2A","L","R","B_cell","Macro",0.603
"ENTPD1 & ADORA2A","L","R","T_cell","Macro",0.571
"ENTPD1 & ADORA2A","L","R","B_cell","T_cell",0.691
"ENTPD1 & ADORA2A","L","R","Endo","T_cell",0.581
"ENTPD1 & ADORA2A","L","R","Macro","T_cell",0.577
"ENTPD1 & ADORA2A","L","R","T_cell","T_cell",0.659
"ENTPD1 & ADORA2B","L","R","B_cell","CAF",0.568
"ENTPD1 & ADORA2B","L","R","T_cell","CAF",0.536
"ENTPD1 & ADORA2B","L","R","B_cell","malignant_cell",0.61
"ENTPD1 & ADORA2B","L","R","Macro","malignant_cell",0.497
"ENTPD1 & ADORA2B","L","R","T_cell","malignant_cell",0.578
"ENTPD1 & ADORA3","L","R","B_cell","Macro",0.906
"ENTPD1 & ADORA3","L","R","CAF","Macro",0.639
"ENTPD1 & ADORA3","L","R","Endo","Macro",0.797
"ENTPD1 & ADORA3","L","R","Macro","Macro",0.793
"ENTPD1 & ADORA3","L","R","malignant_cell","Macro",0.617
"ENTPD1 & ADORA3","L","R","NK","Macro",0.758
"ENTPD1 & ADORA3","L","R","T_cell","Macro",0.874
"EPB41L1 & CADM3","L","R","CAF","CAF",0.167
"EPB41L1 & CADM3","L","R","Endo","CAF",0.156
"EPB41L1 & CADM3","L","R","malignant_cell","CAF",0.133
"EPGN & EGFR","L","R","B_cell","CAF",0.473
"EPGN & EGFR","L","R","CAF","CAF",0.335
"EPGN & EGFR","L","R","Endo","CAF",0.376
"EPGN & EGFR","L","R","Macro","CAF",0.391
"EPGN & EGFR","L","R","malignant_cell","CAF",0.325
"EPGN & EGFR","L","R","NK","CAF",0.438
"EPGN & EGFR","L","R","T_cell","CAF",0.473
"EPHB2 & EFNB2","R","R","CAF","Endo",0.311
"EPHB2 & EFNB2","R","R","Endo","Endo",0.302
"EPHB2 & EFNB2","R","R","Macro","Endo",0.314
"EPHB6 & EFNB2","R","R","CAF","Endo",0.338
"EPHB6 & EFNB2","R","R","Macro","Endo",0.29
"ERBB3 & NRG1","R","R","malignant_cell","CAF",0.655
"EREG & EGFR","L","R","B_cell","CAF",0.368
"EREG & EGFR","L","R","CAF","CAF",0.317
"EREG & EGFR","L","R","Endo","CAF",0.332
"EREG & EGFR","L","R","Macro","CAF",0.473
"EREG & EGFR","L","R","malignant_cell","CAF",0.294
"EREG & EGFR","L","R","NK","CAF",0.336
"EREG & EGFR","L","R","T_cell","CAF",0.372
"ESAM & ESAM","R","R","Endo","Endo",0.798
"F10 & aMb2 complex","L","R","CAF","Macro",0.555
"F10 & aMb2 complex","L","R","CAF","NK",0.417
"F11R & aLb2 complex","R","R","B_cell","NK",0.998
"F11R & aLb2 complex","R","R","B_cell","T_cell",0.857
"F11R & aLb2 complex","R","R","CAF","NK",0.859
"F11R & aLb2 complex","R","R","CAF","T_cell",0.718
"F11R & aLb2 complex","R","R","Endo","B_cell",0.732
"F11R & aLb2 complex","R","R","Endo","Macro",0.783
"F11R & aLb2 complex","R","R","Endo","NK",1.155
"F11R & aLb2 complex","R","R","Endo","T_cell",1.014
"F11R & aLb2 complex","R","R","Macro","NK",0.98
"F11R & aLb2 complex","R","R","Macro","T_cell",0.839
"F11R & aLb2 complex","R","R","malignant_cell","NK",0.91
"F11R & aLb2 complex","R","R","malignant_cell","T_cell",0.769
"F11R & aLb2 complex","R","R","NK","NK",1.021
"F11R & aLb2 complex","R","R","NK","T_cell",0.88
"F11R & aLb2 complex","R","R","T_cell","NK",0.997
"F11R & aLb2 complex","R","R","T_cell","T_cell",0.856
"FAM3C & CLEC2D","L","R","B_cell","T_cell",0.823
"FAM3C & CLEC2D","L","R","CAF","B_cell",0.782
"FAM3C & CLEC2D","L","R","CAF","T_cell",0.92
"FAM3C & CLEC2D","L","R","Endo","B_cell",0.73
"FAM3C & CLEC2D","L","R","Endo","T_cell",0.867
"FAM3C & CLEC2D","L","R","malignant_cell","B_cell",0.885
"FAM3C & CLEC2D","L","R","malignant_cell","NK",0.812
"FAM3C & CLEC2D","L","R","malignant_cell","T_cell",1.022
"FAM3C & CLEC2D","L","R","T_cell","T_cell",0.809
"FAM3C & CXADR","L","R","malignant_cell","B_cell",0.49
"FAM3C & CXADR","L","R","malignant_cell","CAF",0.398
"FAM3C & CXADR","L","R","malignant_cell","Endo",0.555
"FAM3C & CXADR","L","R","malignant_cell","Macro",0.441
"FAM3C & CXADR","L","R","malignant_cell","malignant_cell",0.492
"FAM3C & CXADR","L","R","malignant_cell","NK",0.522
"FAM3C & CXADR","L","R","malignant_cell","T_cell",0.504
"FAM3C & FFAR2","L","R","CAF","B_cell",0.498
"FAM3C & FFAR2","L","R","malignant_cell","B_cell",0.601
"FAM3C & FFAR2","L","R","malignant_cell","CAF",0.454
"FAM3C & FFAR2","L","R","malignant_cell","Endo",0.562
"FAM3C & FFAR2","L","R","malignant_cell","Macro",0.56
"FAM3C & FFAR2","L","R","malignant_cell","malignant_cell",0.433
"FAM3C & FFAR2","L","R","malignant_cell","NK",0.573
"FAM3C & FFAR2","L","R","malignant_cell","T_cell",0.576
"FAM3C & HLA-C","L","R","B_cell","B_cell",1.224
"FAM3C & HLA-C","L","R","CAF","B_cell",1.321
"FAM3C & HLA-C","L","R","malignant_cell","B_cell",1.423
"FAM3C & HLA-C","L","R","malignant_cell","Endo",1.317
"FAM3C & HLA-C","L","R","CAF","Macro",1.325
"FAM3C & HLA-C","L","R","Endo","Macro",1.273
"FAM3C & HLA-C","L","R","malignant_cell","Macro",1.428
"FAM3C & HLA-C","L","R","B_cell","NK",1.28
"FAM3C & HLA-C","L","R","CAF","NK",1.377
"FAM3C & HLA-C","L","R","Endo","NK",1.324
"FAM3C & HLA-C","L","R","malignant_cell","NK",1.479
"FAM3C & HLA-C","L","R","T_cell","NK",1.266
"FAM3C & HLA-C","L","R","B_cell","T_cell",1.259
"FAM3C & HLA-C","L","R","CAF","T_cell",1.356
"FAM3C & HLA-C","L","R","Endo","T_cell",1.303
"FAM3C & HLA-C","L","R","malignant_cell","T_cell",1.458
"FAM3C & HLA-C","L","R","T_cell","T_cell",1.245
"FAM3C & KIR2DL3","L","R","B_cell","NK",0.29
"FAM3C & KIR2DL3","L","R","CAF","NK",0.387
"FAM3C & KIR2DL3","L","R","Endo","NK",0.334
"FAM3C & KIR2DL3","L","R","malignant_cell","NK",0.489
"FAM3C & KIR2DL3","L","R","T_cell","NK",0.276
"FAM3C & LAMP1","L","R","CAF","CAF",0.354
"FAM3C & LAMP1","L","R","malignant_cell","CAF",0.456
"FAM3C & LAMP1","L","R","B_cell","Endo",0.316
"FAM3C & LAMP1","L","R","CAF","Endo",0.413
"FAM3C & LAMP1","L","R","Endo","Endo",0.361
"FAM3C & LAMP1","L","R","malignant_cell","Endo",0.516
"FAM3C & LAMP1","L","R","T_cell","Endo",0.303
"FAM3C & LAMP1","L","R","B_cell","Macro",0.315
"FAM3C & LAMP1","L","R","CAF","Macro",0.412
"FAM3C & LAMP1","L","R","Endo","Macro",0.359
"FAM3C & LAMP1","L","R","malignant_cell","Macro",0.514
"FAM3C & LAMP1","L","R","T_cell","Macro",0.301
"FAM3C & LAMP1","L","R","malignant_cell","malignant_cell",0.403
"FAM3C & LAMP1","L","R","malignant_cell","NK",0.388
"FAM3C & LAMP1","L","R","malignant_cell","T_cell",0.399
"FAM3C & PDCD1","L","R","B_cell","T_cell",0.555
"FAM3C & PDCD1","L","R","CAF","T_cell",0.652
"FAM3C & PDCD1","L","R","Endo","T_cell",0.599
"FAM3C & PDCD1","L","R","malignant_cell","T_cell",0.754
"FAM3C & PDCD1","L","R","T_cell","T_cell",0.541
"FASLG & FAS","L","R","NK","CAF",0.63
"FASLG & FAS","L","R","T_cell","CAF",0.428
"FASLG & FAS","L","R","NK","Macro",0.435
"FASLG & FAS","L","R","NK","malignant_cell",0.416
"FASLG & FAS","L","R","NK","NK",0.45
"FASLG & FAS","L","R","T_cell","NK",0.247
"FASLG & FAS","L","R","NK","T_cell",0.543
"FASLG & FAS","L","R","T_cell","T_cell",0.34
"FASLG & TNFRSF10B","L","R","NK","B_cell",0.587
"FASLG & TNFRSF10B","L","R","T_cell","B_cell",0.385
"FASLG & TNFRSF10B","L","R","NK","CAF",0.57
"FASLG & TNFRSF10B","L","R","T_cell","CAF",0.368
"FASLG & TNFRSF10B","L","R","NK","Endo",0.741
"FASLG & TNFRSF10B","L","R","T_cell","Endo",0.538
"FASLG & TNFRSF10B","L","R","NK","Macro",0.571
